,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
1148,466101,Female,No,22,No,Healthcare,0.0,Low,7.0,Cat_6
1149,464289,Male,Yes,42,No,Marketing,1.0,Low,3.0,Cat_6
1150,461936,Male,Yes,72,No,Lawyer,0.0,High,2.0,Cat_6
1151,459301,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6
1152,462284,Male,Yes,53,Yes,Executive,1.0,Average,4.0,Cat_6
1153,463290,Female,No,25,No,Healthcare,1.0,Low,5.0,Cat_6
1154,462413,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6
1155,466814,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6
1156,460996,Female,No,60,Yes,Engineer,1.0,Low,1.0,Cat_6
1157,459714,Male,No,22,No,Doctor,2.0,Low,4.0,Cat_6
1158,464829,Male,No,22,No,Healthcare,9.0,Low,5.0,Cat_4
1159,467474,Male,No,18,No,Healthcare,3.0,Low,5.0,Cat_6
1160,466134,Male,Yes,39,Yes,Doctor,0.0,High,3.0,Cat_6
1161,460496,Male,No,19,No,Healthcare,7.0,Low,5.0,Cat_3
1162,461995,Female,No,30,No,Artist,7.0,Low,1.0,Cat_6
1163,466798,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_6
1164,461086,Male,No,23,No,Healthcare,1.0,Low,7.0,Cat_3
1165,459306,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6
1166,464919,Male,Yes,39,Yes,Artist,9.0,Low,1.0,Cat_4
1167,461798,Female,No,56,Yes,Artist,0.0,Low,1.0,Cat_6
1168,466987,Male,Yes,63,No,Artist,5.0,Average,2.0,Cat_6
1169,459329,Female,Yes,71,No,Engineer,1.0,High,4.0,Cat_3
1170,465174,Female,Yes,70,Yes,Entertainment,1.0,High,2.0,Cat_6
1171,460979,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6
1172,465272,Male,Yes,39,Yes,Executive,0.0,High,6.0,Cat_6
1173,460463,Male,Yes,42,Yes,Artist,6.0,Low,4.0,Cat_3
1174,460246,Male,Yes,46,Yes,Artist,4.0,Low,2.0,Cat_6
1175,463423,Male,Yes,63,No,Executive,0.0,Average,3.0,Cat_6
1176,466992,Female,Yes,55,No,Artist,0.0,Low,3.0,Cat_6
1177,461530,Male,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6
1178,463615,Female,Yes,58,Yes,Artist,,Average,2.0,Cat_6
1179,465101,Female,Yes,88,Yes,Lawyer,1.0,Low,1.0,Cat_6
1180,464997,Male,Yes,43,Yes,Artist,5.0,Average,2.0,Cat_6
1181,462255,Male,Yes,73,Yes,Executive,1.0,High,3.0,Cat_6
1182,460734,Male,Yes,35,Yes,Entertainment,8.0,Average,,Cat_2
1183,462616,Male,No,30,No,Healthcare,0.0,Low,5.0,Cat_4
1184,460968,Male,Yes,30,No,Doctor,11.0,Average,2.0,Cat_3
1185,465235,Male,Yes,46,Yes,Healthcare,1.0,High,3.0,Cat_6
1186,461818,Female,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6
1187,463171,Female,Yes,36,No,Entertainment,1.0,High,3.0,Cat_3
1188,460776,Female,Yes,47,Yes,,2.0,Low,1.0,
1189,461634,Male,Yes,63,Yes,Entertainment,1.0,Low,1.0,Cat_6
1190,462150,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6
1191,461503,Female,No,31,Yes,Artist,9.0,Low,2.0,Cat_6
1192,464408,Female,Yes,45,Yes,Artist,,Average,4.0,Cat_4
1193,463163,Male,No,26,No,Executive,2.0,Low,2.0,Cat_3
1194,462358,Male,Yes,37,No,Doctor,4.0,Average,2.0,Cat_6
1195,460647,Female,Yes,26,No,Doctor,1.0,Average,2.0,Cat_4
1196,464888,Male,Yes,37,No,Entertainment,0.0,Low,5.0,Cat_4
1197,461652,Female,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6
1198,467062,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_3
1199,467157,Male,Yes,42,Yes,Executive,9.0,High,6.0,Cat_7
1200,462509,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6
1201,459469,Male,Yes,30,Yes,Healthcare,,Low,6.0,Cat_6
1202,465499,Male,No,63,Yes,Artist,0.0,Low,1.0,Cat_6
1203,464913,Male,Yes,52,Yes,Entertainment,0.0,Low,4.0,Cat_4
1204,465969,Female,No,28,Yes,Doctor,12.0,Low,2.0,Cat_7
1205,464922,Female,No,20,No,Healthcare,0.0,Low,5.0,Cat_4
1206,463022,Male,Yes,60,Yes,Executive,4.0,High,3.0,Cat_6
1207,464704,Male,Yes,42,Yes,Healthcare,0.0,Average,4.0,Cat_4
1208,462345,Male,Yes,46,Yes,Doctor,1.0,Average,6.0,Cat_4
1209,461439,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6
1210,461599,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6
1211,465705,Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6
1212,461043,Male,Yes,49,No,Healthcare,0.0,Low,7.0,Cat_4
1213,467551,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6
1214,464053,Female,Yes,38,No,Entertainment,4.0,Low,1.0,Cat_6
1215,459282,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6
1216,461649,Female,Yes,51,Yes,Artist,3.0,Low,4.0,Cat_6
1217,464389,Male,Yes,73,Yes,Artist,1.0,High,2.0,Cat_2
1218,464293,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6
1219,461739,Female,Yes,46,Yes,Artist,1.0,Low,,Cat_6
1220,465320,Female,Yes,65,Yes,Lawyer,1.0,Average,2.0,Cat_6
1221,463707,Female,No,36,No,Artist,0.0,Low,1.0,Cat_5
1222,465436,Female,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_5
1223,464562,Female,No,31,No,,8.0,Low,3.0,Cat_6
1224,465078,Male,Yes,43,Yes,Executive,0.0,High,4.0,Cat_6
1225,460568,Female,Yes,33,Yes,Homemaker,0.0,High,2.0,Cat_3
1226,459636,Male,No,30,Yes,Entertainment,14.0,Low,1.0,Cat_6
1227,466445,Female,,21,No,Healthcare,,Low,4.0,Cat_6
1228,460129,Female,No,25,Yes,Engineer,8.0,Low,2.0,Cat_6
1229,465373,Male,Yes,49,Yes,Artist,4.0,Average,4.0,Cat_6
1230,463966,Female,No,31,Yes,Artist,9.0,Low,1.0,Cat_6
1231,465467,Male,,33,No,Healthcare,1.0,Low,3.0,Cat_6
1232,460918,Female,No,27,Yes,Doctor,14.0,Low,8.0,Cat_6
1233,465954,Female,No,33,Yes,Entertainment,11.0,Low,3.0,Cat_6
1234,465153,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6
1235,466502,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_3
1236,460819,Female,Yes,25,No,Marketing,0.0,High,5.0,Cat_4
1237,464993,Male,Yes,57,No,Executive,4.0,High,4.0,Cat_6
1238,463103,Male,Yes,45,No,Executive,1.0,Average,4.0,Cat_6
1239,466302,Female,Yes,47,No,Homemaker,3.0,High,3.0,Cat_6
1240,466521,Male,Yes,20,,Marketing,1.0,Average,3.0,Cat_3
1241,464288,Female,No,33,Yes,Doctor,9.0,Low,2.0,Cat_6
1242,460240,Male,Yes,45,Yes,Artist,3.0,Low,1.0,Cat_6
1243,459188,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6
1244,465411,Female,Yes,38,Yes,Engineer,0.0,Low,1.0,Cat_5
1245,465595,Female,No,38,No,Engineer,0.0,Low,3.0,Cat_4
1246,466021,Male,No,87,No,Lawyer,1.0,Low,1.0,Cat_6
1247,461831,Male,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6
1248,462556,Male,Yes,57,Yes,Entertainment,0.0,Average,7.0,Cat_5
1249,467321,Female,Yes,63,Yes,Artist,9.0,Low,2.0,Cat_6
1250,459327,Male,No,50,No,Doctor,9.0,Low,3.0,Cat_6
1251,461626,Male,Yes,68,Yes,Executive,0.0,High,2.0,Cat_6
1252,463337,Female,Yes,33,No,Entertainment,1.0,Low,2.0,Cat_3
1253,467615,Female,Yes,37,Yes,Doctor,0.0,Low,2.0,Cat_6
1254,463597,Female,No,25,No,Engineer,0.0,Low,6.0,Cat_6
1255,463784,Female,No,29,No,Engineer,0.0,Low,5.0,Cat_4
1256,459513,Female,No,32,Yes,Healthcare,3.0,Low,2.0,Cat_6
1257,465804,Female,Yes,68,No,Engineer,0.0,Low,1.0,Cat_4
1258,465103,Male,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6
1259,464007,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_6
1260,463060,Female,Yes,32,Yes,Homemaker,12.0,High,2.0,Cat_6
1261,461359,Male,Yes,28,Yes,Healthcare,1.0,Low,4.0,Cat_7
1262,467002,Female,No,26,Yes,Homemaker,9.0,Low,,Cat_6
1263,465014,Male,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6
1264,459100,Female,No,63,Yes,Artist,14.0,Low,1.0,Cat_6
1265,464083,Male,Yes,65,No,Lawyer,0.0,High,2.0,Cat_6
1266,464552,Female,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_4
1267,460218,Male,Yes,61,Yes,Entertainment,1.0,Low,1.0,Cat_6
1268,460297,Female,Yes,46,Yes,Artist,8.0,Low,2.0,Cat_6
1269,467171,Female,No,30,Yes,Doctor,1.0,Low,2.0,Cat_6
1270,464809,Male,Yes,46,,Entertainment,,Average,5.0,Cat_4
1271,463008,Male,No,53,No,Entertainment,1.0,Low,,Cat_6
1272,464023,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_7
1273,467929,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6
1274,461049,Female,Yes,57,Yes,Doctor,0.0,Low,7.0,Cat_7
1275,465049,Female,Yes,49,No,Engineer,6.0,Low,2.0,Cat_6
1276,460751,Female,No,25,No,Artist,1.0,Low,3.0,Cat_6
1277,461690,Female,No,31,Yes,Engineer,0.0,Low,1.0,Cat_4
1278,464084,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_4
1279,465644,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6
1280,459470,Male,No,29,Yes,Healthcare,9.0,Low,6.0,Cat_6
1281,462700,Male,Yes,38,Yes,Artist,0.0,Average,4.0,Cat_6
1282,465067,Male,Yes,62,Yes,Executive,8.0,High,2.0,Cat_6
1283,464247,Male,Yes,59,No,Engineer,0.0,Low,1.0,Cat_6
1284,459465,Female,Yes,27,Yes,Entertainment,3.0,Low,5.0,Cat_6
1285,463894,Female,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_2
1286,466089,Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6
1287,459355,Female,Yes,78,No,Homemaker,,Low,1.0,Cat_6
1288,467227,Female,No,37,Yes,Artist,12.0,Low,1.0,Cat_4
1289,459054,Male,Yes,37,Yes,Executive,9.0,High,4.0,Cat_6
1290,463609,Male,Yes,30,No,Artist,0.0,Average,2.0,Cat_5
1291,466260,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_6
1292,464283,Male,No,40,Yes,Artist,5.0,Low,2.0,Cat_6
1293,465646,Female,No,40,Yes,Artist,6.0,Low,2.0,Cat_6
1294,461103,Female,No,30,No,Engineer,1.0,Low,5.0,Cat_3
1295,464378,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_6
1296,462661,Female,Yes,62,Yes,Artist,2.0,High,3.0,Cat_6
1297,460266,Male,No,22,No,Healthcare,0.0,Low,8.0,Cat_6
1298,462983,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6
1299,459022,Male,Yes,67,Yes,Artist,10.0,Low,1.0,Cat_6
1300,463231,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
1301,465863,Male,No,27,No,Healthcare,5.0,Low,3.0,Cat_6
1302,463557,Male,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6
1303,467636,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_6
1304,463539,Male,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_4
1305,459633,Male,No,19,No,Healthcare,1.0,Low,2.0,Cat_6
1306,462304,Male,Yes,62,Yes,Artist,1.0,Low,4.0,Cat_4
1307,466988,Female,No,72,Yes,Lawyer,0.0,Low,,Cat_6
1308,467467,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6
1309,464871,Female,No,28,Yes,Entertainment,6.0,Low,3.0,Cat_4
1310,462258,Male,No,25,No,Doctor,1.0,Low,4.0,Cat_6
1311,467813,Male,Yes,36,Yes,Entertainment,0.0,Low,2.0,Cat_4
1312,459068,Female,No,33,Yes,Healthcare,2.0,Low,2.0,Cat_6
1313,462701,Male,Yes,59,No,Entertainment,0.0,Average,4.0,Cat_6
1314,466536,Male,No,20,No,Healthcare,4.0,Low,4.0,Cat_4
1315,465668,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_4
1316,462234,Male,Yes,27,No,,1.0,Average,6.0,Cat_4
1317,460340,Female,No,46,Yes,Artist,10.0,Low,2.0,Cat_6
1318,466820,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6
1319,462922,Male,No,26,No,Doctor,8.0,Low,1.0,Cat_3
1320,465326,Male,Yes,76,Yes,Artist,,Low,1.0,Cat_6
1321,464130,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6
1322,463832,Female,No,32,No,Marketing,,Low,,Cat_6
1323,462735,Female,Yes,30,No,Artist,0.0,Average,2.0,Cat_1
1324,464412,Male,Yes,70,No,Lawyer,1.0,Low,2.0,Cat_6
1325,464468,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6
1326,463422,Male,Yes,39,No,Executive,,High,4.0,Cat_6
1327,459498,Female,Yes,42,Yes,Artist,,Low,2.0,Cat_6
1328,460173,Female,Yes,40,Yes,Artist,1.0,Low,3.0,Cat_6
1329,463091,Female,Yes,39,Yes,Homemaker,8.0,Low,1.0,Cat_6
1330,467213,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6
1331,461804,Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_6
1332,466649,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_3
1333,460533,Female,Yes,45,No,Artist,6.0,Low,1.0,Cat_6
1334,465820,Female,,30,Yes,,,Average,4.0,Cat_4
1335,466329,Female,Yes,39,,Doctor,2.0,Low,1.0,Cat_3
1336,461892,Female,No,35,Yes,Healthcare,0.0,Low,1.0,Cat_2
1337,463656,Male,Yes,53,Yes,Doctor,0.0,Low,3.0,Cat_6
1338,462850,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6
1339,460603,Female,No,22,,Entertainment,0.0,Low,3.0,Cat_3
1340,460707,Male,Yes,38,No,Artist,1.0,Average,3.0,Cat_6
1341,463122,Male,Yes,36,Yes,Executive,9.0,Average,3.0,Cat_6
1342,467588,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6
1343,462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6
1344,466048,Male,No,25,No,Entertainment,3.0,Low,1.0,Cat_4
1345,467845,Male,Yes,52,Yes,Entertainment,1.0,Low,2.0,Cat_6
1346,459810,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6
1347,461267,Female,No,35,Yes,Healthcare,,Low,1.0,Cat_4
1348,466572,Female,No,30,No,Healthcare,0.0,Low,4.0,Cat_6
1349,464092,Female,Yes,59,Yes,Artist,0.0,Average,5.0,Cat_6
1350,467025,Female,No,25,No,Engineer,1.0,Low,3.0,Cat_6
1351,466110,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6
1352,462353,Female,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6
1353,459904,Female,Yes,38,Yes,Artist,6.0,Low,4.0,Cat_6
1354,462011,Male,Yes,29,No,Marketing,1.0,Low,4.0,Cat_4
1355,462367,Male,Yes,56,Yes,Artist,1.0,Average,3.0,Cat_6
1356,460220,Female,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_2
1357,461429,Male,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6
1358,462668,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
1359,467339,Male,,55,Yes,Artist,1.0,Average,3.0,Cat_6
1360,461699,Male,No,28,Yes,Doctor,0.0,Low,1.0,Cat_6
1361,464885,Female,No,35,No,Engineer,1.0,Low,2.0,Cat_4
1362,460989,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_1
1363,462156,Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_3
1364,461182,Male,No,18,No,Healthcare,,Low,,Cat_3
1365,460507,Male,No,30,No,Doctor,1.0,Low,4.0,Cat_3
1366,462875,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
1367,461708,Male,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6
1368,459766,Female,No,42,Yes,Engineer,,Low,1.0,Cat_6
1369,462137,Male,No,28,Yes,Doctor,1.0,Low,1.0,Cat_6
1370,459630,Male,Yes,73,Yes,Lawyer,1.0,Average,2.0,Cat_6
1371,462699,Female,Yes,61,Yes,Lawyer,,High,4.0,Cat_2
1372,465897,Female,Yes,42,Yes,Artist,9.0,Low,1.0,Cat_6
1373,465628,Male,Yes,49,Yes,Artist,2.0,Low,2.0,Cat_2
1374,462987,Female,Yes,84,Yes,Lawyer,,High,2.0,Cat_6
1375,463492,Male,No,22,No,Healthcare,,Low,4.0,Cat_6
1376,462321,Female,No,42,Yes,Engineer,6.0,Low,1.0,Cat_6
1377,460511,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3
1378,459225,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6
1379,467894,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6
1380,465076,Male,Yes,72,Yes,Artist,0.0,High,5.0,Cat_6
1381,467573,Male,Yes,45,Yes,Artist,6.0,Average,4.0,Cat_6
1382,465266,Male,Yes,49,Yes,Entertainment,0.0,Average,5.0,Cat_4
1383,462215,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_4
1384,466279,Female,No,31,No,,1.0,Low,4.0,Cat_3
1385,467131,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6
1386,459456,Female,No,65,No,Lawyer,,Low,1.0,Cat_6
1387,460225,Female,Yes,78,Yes,Lawyer,3.0,High,2.0,Cat_6
1388,463825,Female,Yes,45,Yes,Artist,1.0,Average,3.0,
1389,462597,Male,Yes,29,No,Healthcare,,Low,4.0,Cat_4
1390,466360,Male,No,25,No,Healthcare,0.0,Low,3.0,Cat_4
1391,465542,Female,Yes,62,No,Doctor,,Average,5.0,Cat_3
1392,465848,Female,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_7
1393,459043,Female,Yes,49,No,Engineer,1.0,Low,1.0,Cat_7
1394,463069,Male,No,29,Yes,Artist,7.0,Low,1.0,Cat_6
1395,459795,Male,No,52,Yes,Artist,0.0,Low,1.0,Cat_6
1396,464954,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_4
1397,459713,Male,No,18,No,Healthcare,,Low,3.0,Cat_6
1398,463068,Male,Yes,26,Yes,Artist,9.0,Average,2.0,Cat_6
1399,464834,Male,Yes,51,No,Executive,1.0,Low,4.0,Cat_4
1400,462908,Male,Yes,27,No,Executive,10.0,High,3.0,Cat_6
1401,464032,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
1402,459307,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,Cat_6
1403,462224,Female,Yes,63,No,Engineer,4.0,Average,8.0,Cat_4
1404,465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6
1405,466322,Male,No,28,No,Doctor,0.0,Low,3.0,Cat_3
1406,461548,Female,No,33,Yes,Engineer,1.0,Low,3.0,Cat_6
1407,461870,Female,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6
1408,466966,Male,Yes,61,Yes,Entertainment,1.0,Average,2.0,Cat_6
1409,459207,Female,Yes,62,,Doctor,0.0,Average,4.0,Cat_6
1410,465672,Male,No,42,No,Executive,9.0,Low,3.0,Cat_4
1411,459317,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6
1412,464362,Female,Yes,51,Yes,Artist,1.0,Low,1.0,Cat_6
1413,465683,Female,No,49,No,Entertainment,1.0,Low,2.0,Cat_4
1414,462253,Male,Yes,51,Yes,Engineer,0.0,Low,2.0,Cat_4
1415,459421,Male,Yes,29,No,Healthcare,0.0,Average,4.0,Cat_6
1416,459987,Male,Yes,53,Yes,Healthcare,,High,2.0,Cat_6
1417,460036,Male,Yes,40,Yes,,3.0,Low,1.0,Cat_6
1418,461613,Female,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_5
1419,461168,Female,Yes,29,No,Engineer,5.0,Average,2.0,Cat_3
1420,459247,Male,Yes,60,Yes,Executive,0.0,Average,5.0,Cat_6
1421,460770,Female,No,25,Yes,Healthcare,5.0,Low,3.0,Cat_3
1422,465047,Male,Yes,55,Yes,Executive,8.0,High,2.0,Cat_6
1423,467013,Male,Yes,66,Yes,Executive,0.0,High,2.0,Cat_6
1424,465894,Male,No,27,Yes,Artist,8.0,Low,6.0,Cat_6
1425,462702,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_4
1426,465431,Male,Yes,35,No,Artist,0.0,Low,2.0,Cat_6
1427,466386,Male,Yes,65,Yes,Executive,1.0,Low,2.0,Cat_4
1428,467221,Female,No,20,No,Doctor,,Low,4.0,Cat_6
1429,464057,Male,No,32,Yes,Marketing,0.0,Low,5.0,Cat_6
1430,467217,Female,Yes,79,Yes,Lawyer,,High,2.0,Cat_6
1431,462186,Female,No,21,No,Doctor,0.0,Low,3.0,Cat_1
1432,463432,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_6
1433,466753,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_3
1434,465123,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6
1435,459965,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_2
1436,466030,Female,Yes,36,No,Entertainment,8.0,Low,2.0,Cat_6
1437,462582,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_4
1438,461466,Male,Yes,49,No,Artist,0.0,Low,2.0,Cat_7
1439,459676,Female,No,28,Yes,Artist,,Low,2.0,Cat_6
1440,464380,Female,Yes,49,Yes,Artist,6.0,Average,6.0,Cat_6
1441,466846,Male,No,18,No,Healthcare,2.0,Low,4.0,Cat_2
1442,465184,Female,Yes,46,No,Engineer,1.0,Average,5.0,Cat_6
1443,459481,Male,Yes,47,No,Lawyer,0.0,Low,2.0,Cat_6
1444,467263,Female,No,32,No,Marketing,,Low,1.0,Cat_4
1445,465136,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6
1446,464253,Female,Yes,49,Yes,Artist,,Average,4.0,Cat_6
1447,466534,Male,No,28,No,Healthcare,0.0,Low,9.0,Cat_6
1448,466411,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3
1449,462576,Female,No,21,No,Healthcare,9.0,Low,4.0,Cat_3
1450,467704,Male,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6
1451,465303,Female,Yes,67,Yes,Artist,1.0,Average,3.0,Cat_2
1452,467703,Male,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6
1453,465493,Female,No,26,No,Artist,0.0,Low,3.0,Cat_4
1454,461322,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6
1455,461706,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6
1456,463629,Male,No,41,Yes,Artist,1.0,Low,1.0,Cat_6
1457,465140,Male,Yes,45,Yes,Executive,5.0,High,3.0,Cat_7
1458,459308,Female,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6
1459,459582,Male,Yes,27,No,Entertainment,,Average,3.0,Cat_6
1460,460859,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6
1461,461915,Male,Yes,51,No,Artist,,Average,2.0,Cat_2
1462,466358,Female,,28,No,Engineer,0.0,Low,4.0,Cat_6
1463,459708,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6
1464,459179,Male,Yes,60,No,Entertainment,0.0,Average,3.0,Cat_6
1465,462654,Male,Yes,39,No,Artist,1.0,Average,6.0,Cat_4
1466,466256,Female,Yes,65,Yes,Engineer,1.0,Low,1.0,Cat_6
1467,465649,Female,Yes,43,Yes,Marketing,6.0,Low,1.0,Cat_6
1468,467333,Female,Yes,58,Yes,Artist,,Average,6.0,Cat_2
1469,465652,Female,Yes,31,No,Marketing,0.0,Low,2.0,Cat_2
1470,460360,Female,Yes,38,Yes,Artist,2.0,Low,1.0,Cat_4
1471,464472,Female,No,27,Yes,Artist,0.0,Low,3.0,Cat_6
1472,467422,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6
1473,463116,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6
1474,460177,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6
1475,465081,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_6
1476,467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6
1477,465063,Female,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6
1478,462690,Male,Yes,38,Yes,Engineer,,Average,4.0,Cat_6
1479,467752,Male,Yes,31,No,Executive,,Average,3.0,Cat_4
1480,466430,Female,Yes,51,No,Engineer,0.0,Low,4.0,Cat_6
1481,465713,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6
1482,462555,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_4
1483,459668,Male,Yes,32,No,,5.0,Average,3.0,Cat_6
1484,461615,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_6
1485,461532,Male,Yes,48,Yes,Entertainment,1.0,Low,1.0,Cat_6
1486,465295,Female,,37,Yes,Doctor,8.0,Average,1.0,Cat_6
1487,459175,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6
1488,463739,Female,Yes,42,No,Marketing,0.0,Low,3.0,Cat_6
1489,464339,Male,No,26,No,Artist,0.0,Low,2.0,Cat_6
1490,465074,Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6
1491,465282,Female,No,36,Yes,Artist,0.0,Low,3.0,Cat_6
1492,460488,Male,No,42,No,Doctor,0.0,Low,1.0,Cat_3
1493,464554,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2
1494,462814,Female,Yes,22,No,Engineer,8.0,Average,2.0,Cat_5
1495,462073,Female,No,36,Yes,Artist,6.0,Low,1.0,Cat_6
1496,459901,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6
1497,460858,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3
1498,461895,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6
1499,467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3
1500,467584,Male,Yes,52,No,Doctor,1.0,Average,4.0,Cat_6
1501,466444,Male,Yes,50,Yes,Doctor,,Average,4.0,Cat_3
1502,462622,Male,Yes,47,No,Executive,0.0,Low,4.0,Cat_4
1503,460100,Female,No,29,Yes,Doctor,1.0,Low,1.0,Cat_3
1504,466591,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6
1505,462849,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6
1506,463235,Female,No,21,No,,1.0,Low,4.0,Cat_6
1507,466410,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6
